170 -> 134,0.004362578768783325,0.12857142857142856
141 -> 130,0.005678277127622741,0.10073710073710074
142 -> 154,0.022089882972093345,0.19415702982349362
160 -> 128,0.005609029845578561,0.17456896551724138
154 -> 128,0.036770306765459455,0.24458774758175955
15 -> 134,0.007063222768506336,0.10793650793650794
20 -> 76,0.0058167716917111,0.21265822784810126
188 -> 169,0.008378921127345751,0.14720194647201945
19 -> 2,0.0028391385638113706,0.1774891774891775
129 -> 130,0.005609029845578561,0.1438721136767318
21 -> 151,0.005678277127622741,0.18344519015659955
21 -> 142,0.004224084204694965,0.13646532438478748
166 -> 164,0.0022851603074579324,0.25
25 -> 142,0.003254622256076449,0.10854503464203233
1 -> 128,0.010110103178450246,0.17632850241545894
50 -> 128,0.002700643999723011,0.16810344827586207
141 -> 151,0.009209888511875909,0.16339066339066338
167 -> 2,0.001731182051104494,0.1724137931034483
166 -> 128,0.0016619347690603145,0.18181818181818182
123 -> 107,0.00588601897375528,0.10265700483091787
15 -> 128,0.012187521639775638,0.18624338624338624
25 -> 154,0.004016342358562426,0.13394919168591224
26 -> 130,0.0047088151790042245,0.14977973568281938
48 -> 169,0.0019389238972370335,0.1222707423580786
135 -> 169,0.0072017173325946955,0.15138282387190685
177 -> 141,0.004431826050827505,0.19692307692307692
132 -> 130,0.005470535281490201,0.21763085399449036
176 -> 107,0.0011772037947510561,0.17346938775510204
133 -> 154,0.0011772037947510561,0.265625
175 -> 22,0.0011772037947510561,0.11805555555555555
19 -> 76,0.0023544075895021123,0.1471861471861472
169 -> 134,0.015372896613807908,0.13097345132743363
139 -> 76,0.007686448306903954,0.1992818671454219
136 -> 151,0.0010387092306626965,0.2631578947368421
194 -> 134,0.0019389238972370335,0.24561403508771928
48 -> 154,0.0019389238972370335,0.1222707423580786
1 -> 107,0.007340211896683055,0.1280193236714976
18 -> 93,0.00297763312789973,0.10941475826972011
98 -> 50,0.0010387092306626965,0.12195121951219512
168 -> 128,0.0040855896406066065,0.2041522491349481
129 -> 128,0.008309673845301572,0.21314387211367672
21 -> 107,0.003947095076518247,0.12751677852348994
178 -> 128,0.003462364102208988,0.18050541516245489
169 -> 151,0.018766013433972717,0.15988200589970503
140 -> 141,0.0025621494356346513,0.1167192429022082
12 -> 151,0.0057475244096669206,0.15009041591320071
187 -> 188,0.0011079565127068763,0.14285714285714285
136 -> 130,0.0010387092306626965,0.2631578947368421
14 -> 128,0.0031161276919880894,0.16605166051660517
193 -> 151,0.007894190153036494,0.21755725190839695
166 -> 169,0.0012464510767952357,0.13636363636363635
132 -> 169,0.0030468804099439096,0.12121212121212122
176 -> 76,0.0013156983588394156,0.19387755102040816
