160,133,15
18,107,93
48,134,142
129,177,25
160,170,188
132,141,14
1,140,141
146,26,187
140,194,124
1,141,14
123,188,187
161,146,154
26,141,142
188,21,142
130,76,142
130,76,151
187,76,166
176,93,198
130,18,132
1,186,138
193,130,146
193,166,151
169,76,93
129,177,1
107,193,123
146,107,196
177,20,148
26,148,130
123,124,151
100,21,134
168,161,169
186,146,133
48,140,134
129,139,188
194,186,151
128,139,134
168,188,21
161,154,132
108,170,124
168,20,134
135,170,15
130,171,135
169,50,76
18,188,142
18,188,151
48,146,93
123,1,139
170,93,22
193,164,141
2,107,173
176,142,14
146,133,142
193,164,151
107,133,15
154,76,134
160,1,108
146,188,180
98,50,15
135,129,175
26,123,76
186,123,187
50,164,173
18,188,134
2,141,135
155,141,22
48,132,151
76,141,133
193,188,108
18,164,142
194,186,173
1,124,190
155,124,139
160,164,141
124,15,135
108,20,22
128,146,93
25,146,196
173,134,151
193,131,139
50,134,151
130,100,12
48,188,135
195,131,12
1,98,26
1,190,134
18,195,132
107,51,188
140,76,14
48,129,135
140,164,180
123,169,107
169,130,146
129,100,76
177,130,142
25,178,166
146,180,15
177,154,21
193,154,20
186,76,142
128,129,51
1,21,22
169,107,173
130,18,188
48,169,133
178,133,154
151,18,15
184,128,142
185,1,25
1,133,15
169,76,173
193,194,22
129,155,135
146,12,93
195,141,142
48,25,170
160,98,164
98,93,198
170,188,135
130,133,154
160,173,15
128,155,108
128,139,124
26,139,140
136,140,21
98,140,154
129,50,124
48,21,151
177,141,15
48,1,171
105,154,142
130,20,76
194,107,142
193,166,135
194,139,164
177,155,156
1,12,166
128,107,195
194,15,146
26,123,100
138,148,190
135,154,130
164,188,76
169,146,51
160,170,15
1,18,2
131,141,166
154,21,138
128,154,19
26,93,142
193,12,15
148,164,166
160,98,50
48,25,180
169,130,26
130,195,76
177,154,148
128,26,18
148,76,93
107,190,134
130,131,12
26,98,107
129,2,132
138,76,166
168,169,76
130,21,141
176,129,76
168,154,134
108,132,151
151,18,135
167,50,151
177,142,151
160,130,20
151,141,135
128,177,176
168,25,146
169,130,171
140,100,14
136,93,133
129,171,15
1,26,177
19,2,123
146,108,138
193,195,100
130,157,146
19,188,15
168,130,134
160,154,140
146,21,134
48,146,140
168,146,20
18,131,130
170,139,132
107,131,175
186,178,15
195,76,135
169,26,135
131,12,135
160,188,93
129,169,166
129,180,93
136,130,131
138,134,14
100,20,151
107,141,22
193,177,25
128,180,93
193,146,18
146,187,132
132,123,140
146,139,166
148,132,140
136,130,135
160,146,20
160,26,107
161,93,134
168,1,135
18,50,141
2,139,148
131,164,21
98,108,22
193,138,151
168,2,50
170,26,166
188,139,76
128,130,131
130,180,12
177,107,12
169,130,19
169,178,177
1,139,93
194,164,142
188,107,139
128,178,15
48,178,132
177,188,93
177,138,166
48,100,20
129,186,166
186,187,93
19,129,131
100,14,15
193,154,180
130,100,190
128,25,76
73,139,124
196,93,76
168,141,22
18,134,175
161,132,151
177,130,100
100,107,180
176,26,107
26,123,12
19,155,134
169,194,164
25,166,151
25,130,187
136,170,132
160,107,128
2,76,142
160,169,100
140,124,12
128,177,138
26,93,135
76,14,151
128,129,186
48,76,136
168,166,22
105,130,135
1,107,187
169,187,93
177,19,21
188,108,50
138,51,135
138,198,154
136,146,138
128,169,180
156,138,108
130,131,166
154,141,135
25,132,76
48,93,151
167,141,151
169,146,135
48,169,15
160,164,22
193,131,124
184,171,76
25,186,21
25,18,15
170,12,134
169,146,19
25,2,19
187,164,93
138,22,151
19,139,141
140,2,76
194,172,134
176,139,15
194,107,93
194,186,142
48,190,134
48,12,76
100,132,93
25,130,177
25,107,180
178,18,164
178,142,166
146,139,141
128,105,12
76,133,15
128,129,168
48,140,21
146,18,139
136,164,76
177,132,21
168,177,93
136,133,151
139,132,15
123,188,14
187,140,151
176,14,15
129,186,187
177,138,187
186,188,138
129,177,188
18,130,171
129,155,131
167,138,151
170,178,151
194,141,15
108,132,133
164,108,141
2,26,132
50,139,151
26,139,133
128,178,187
170,18,154
160,195,108
194,187,93
177,138,140
129,186,140
161,130,14
107,164,14
138,190,135
18,139,148
50,142,14
178,130,76
129,164,20
193,20,151
193,194,146
25,141,190
25,165,134
136,193,141
48,2,134
169,123,76
129,107,100
124,93,151
170,133,135
194,18,166
139,164,151
139,76,198
188,100,21
169,154,93
176,12,135
154,148,15
48,169,154
130,196,21
193,107,21
128,180,136
108,155,156
139,132,135
156,139,124
130,26,50
193,170,93
26,20,151
178,107,132
169,132,12
26,131,132
154,21,175
160,140,180
177,170,135
168,50,76
128,138,124
1,141,166
168,14,151
161,148,25
130,12,50
194,132,166
138,76,175
140,141,175
76,166,15
164,22,135
156,141,142
131,140,15
123,108,190
25,21,190
2,166,154
178,14,151
128,130,20
129,130,21
154,108,134
154,108,175
168,161,130
168,107,164
168,139,142
186,76,173
146,195,130
170,131,132
73,156,12
18,14,154
169,154,164
25,154,20
177,25,51
178,108,20
195,20,134
170,134,146
48,130,141
48,195,171
50,164,151
128,177,50
48,124,160
194,124,141
168,169,107
108,193,180
160,93,141
128,129,76
20,21,76
194,124,151
168,164,136
130,134,138
195,20,151
73,173,22
177,164,166
178,139,134
1,100,135
128,161,1
48,188,76
128,15,175
25,180,134
130,26,20
177,146,180
130,142,15
26,132,142
161,146,164
130,107,146
178,134,175
161,76,140
1,140,133
186,100,76
130,187,166
180,20,134
140,138,76
169,140,142
139,180,93
128,133,151
107,164,198
194,154,26
107,154,19
26,140,154
148,180,133
136,186,164
136,123,93
160,1,139
168,161,142
168,154,18
169,132,141
130,188,20
105,146,76
170,98,188
176,26,175
177,123,187
108,148,20
161,148,140
160,26,76
160,169,195
129,108,1
138,164,135
146,154,167
169,50,123
19,180,93
188,21,135
136,154,166
154,139,76
1,21,133
169,18,164
25,18,20
184,26,154
169,132,133
168,154,133
169,178,175
188,164,151
128,188,135
194,134,175
18,108,22
193,134,15
177,193,169
1,100,76
140,139,76
146,12,190
136,130,12
50,138,135
129,140,151
48,1,131
73,124,173
48,129,180
48,124,128
25,139,135
167,132,135
161,50,141
146,155,154
168,146,50
12,132,141
177,76,142
18,21,15
146,140,93
170,134,138
48,108,15
18,166,151
154,164,135
160,76,198
168,26,15
154,148,142
193,130,132
136,154,12
185,178,20
26,100,134
26,100,175
176,98,123
186,100,15
138,107,154
154,140,198
105,186,20
168,154,93
108,100,160
164,108,173
138,187,154
129,154,188
1,18,142
105,194,134
140,148,133
128,164,124
178,130,146
160,178,98
160,25,100
128,195,164
20,93,76
148,100,135
107,139,134
161,142,25
176,1,76
50,164,124
108,25,20
107,20,93
169,164,108
128,98,154
139,188,133
160,20,22
48,25,15
128,26,76
128,169,195
139,132,151
170,156,175
140,130,148
1,180,190
18,76,154
19,100,93
177,18,93
2,18,15
130,188,14
1,50,108
129,154,25
18,107,139
160,1,170
151,21,15
186,26,138
129,26,177
178,18,20
105,142,134
100,188,166
168,124,15
19,174,175
170,98,93
128,188,14
194,2,167
128,170,166
25,141,142
107,14,151
176,154,142
130,188,154
130,107,100
161,93,151
48,146,12
168,194,98
128,155,157
136,177,140
170,154,135
25,170,93
19,76,175
19,76,134
169,107,135
178,12,135
132,154,20
160,169,151
100,166,151
130,187,100
140,157,142
169,173,134
194,154,15
105,129,175
100,20,134
185,123,25
164,76,167
169,164,151
25,20,151
139,132,22
108,146,12
156,2,108
146,171,139
178,18,141
168,129,135
154,12,93
186,154,130
148,2,108
130,12,133
25,12,193
156,134,15
169,170,18
100,142,14
98,12,15
193,129,151
170,132,146
107,173,151
193,26,173
98,142,138
160,130,98
25,154,93
128,154,196
1,130,15
161,130,134
107,164,134
140,188,142
1,138,139
188,132,141
170,134,167
128,180,135
19,148,139
50,140,151
194,98,93
48,178,131
128,178,98
48,195,15
171,76,175
184,129,76
164,139,100
26,190,151
170,123,76
160,93,151
187,188,142
177,186,142
129,138,142
176,166,151
138,141,14
160,26,12
154,22,175
154,14,135
1,170,15
193,21,14
1,100,14
194,50,15
160,18,2
169,139,22
134,76,190
169,123,188
176,169,15
76,21,190
48,186,188
48,107,140
50,26,151
1,148,133
48,169,76
98,142,154
195,164,134
19,22,151
146,187,142
107,187,15
193,26,154
50,20,142
161,146,134
123,164,134
2,139,187
25,139,15
50,21,142
168,25,107
160,25,142
25,50,15
193,107,166
168,105,138
136,138,151
12,173,94
128,180,12
134,93,142
48,18,107
156,19,108
136,146,19
169,108,76
136,180,151
186,154,135
170,18,21
180,93,135
129,26,51
139,141,175
195,12,93
131,76,93
193,139,142
129,178,166
128,178,160
26,171,142
105,26,107
154,164,190
193,146,169
50,195,134
169,26,123
129,194,25
2,26,134
164,131,132
169,154,134
169,107,188
178,188,12
136,146,76
168,169,20
169,26,151
195,76,151
138,21,146
1,146,25
131,12,151
169,2,1
129,138,131
128,146,19
177,186,131
169,76,175
48,129,100
48,107,132
26,124,154
178,139,188
194,154,76
160,146,140
186,76,151
128,129,135
20,21,135
50,141,138
177,21,198
136,2,124
128,131,164
107,139,14
130,133,146
2,148,135
188,134,151
160,25,195
100,21,142
1,139,131
186,12,93
193,134,151
107,76,151
1,187,14
130,139,198
18,108,141
25,50,123
169,146,173
12,157,22
168,132,124
2,76,167
128,187,164
185,170,123
178,124,154
129,131,173
193,107,131
154,26,139
136,154,21
18,130,26
128,146,134
176,130,198
161,93,142
178,146,135
129,76,15
136,141,135
146,132,166
168,105,188
169,138,141
129,178,76
1,50,76
161,138,167
176,146,164
105,100,15
160,140,108
141,166,15
26,22,167
141,22,151
178,164,151
180,141,133
48,138,108
18,22,151
18,164,15
178,132,12
169,107,132
154,139,188
184,26,76
128,130,141
168,12,76
128,195,171
146,164,132
128,26,139
136,1,148
128,136,21
154,93,166
18,195,138
128,178,141
48,193,146
146,50,22
76,21,142
193,139,124
26,141,166
136,25,195
105,138,134
129,1,151
1,2,19
148,20,151
48,131,140
146,26,180
129,171,21
128,171,20
177,26,123
128,146,140
129,173,151
177,146,15
177,107,142
184,140,76
48,128,151
130,180,142
177,141,174
105,130,93
48,2,19
154,108,141
129,76,140
105,20,25
124,164,100
129,50,131
184,154,164
108,134,167
129,194,123
130,12,151
154,155,22
25,124,1
129,155,139
2,154,135
154,107,133
105,194,135
169,107,139
178,139,12
132,12,190
176,177,175
178,186,131
26,123,187
176,130,171
76,198,22
130,12,146
160,130,132
169,178,123
129,171,141
2,123,100
154,141,133
130,107,50
128,190,151
164,132,154
160,25,151
184,26,166
48,12,141
128,98,76
138,139,135
132,134,167
170,124,50
26,93,133
2,140,141
134,139,190
164,100,134
130,76,14
1,107,166
194,12,142
140,141,133
128,1,142
186,12,21
108,140,76
108,169,12
176,186,134
177,21,151
1,177,171
140,164,133
176,25,135
193,146,190
169,171,139
160,130,18
48,170,18
140,132,141
25,108,135
100,132,134
146,188,151
160,26,139
160,169,130
151,186,135
128,186,164
194,146,151
50,100,134
107,20,134
2,26,138
148,146,180
146,141,173
193,107,20
107,21,175
170,22,15
128,193,188
136,26,134
128,188,168
139,21,134
168,129,134
176,169,134
2,188,15
186,12,151
155,131,141
176,177,93
194,93,15
168,177,141
19,164,151
131,141,142
177,108,175
131,12,133
1,186,188
130,108,151
177,1,187
146,180,141
177,123,141
184,154,132
169,26,133
130,132,135
128,26,51
130,2,76
154,141,190
129,100,25
130,173,134
154,165,134
154,18,135
50,154,167
25,100,135
108,132,134
128,107,131
128,178,26
194,26,93
1,188,142
160,195,151
176,1,130
128,177,187
128,186,188
48,169,195
136,93,135
136,134,15
177,19,139
12,15,135
48,26,76
177,76,135
140,76,190
194,170,139
20,198,76
1,178,177
76,141,151
48,164,108
193,76,15
25,130,134
139,164,142
135,138,130
193,124,151
139,15,135
139,156,151
128,2,76
108,25,76
138,140,166
25,154,142
140,188,93
2,141,142
18,170,195
169,171,142
1,194,174
193,123,175
146,107,190
176,130,22
160,76,93
136,195,166
188,142,22
1,134,167
193,154,25
128,129,18
18,20,21
151,193,175
154,26,134
187,76,15
128,1,124
178,194,164
1,164,20
1,169,25
194,130,177
130,124,166
129,164,148
26,19,180
48,1,18
19,164,131
1,146,2
170,100,130
164,21,134
154,171,93
132,19,140
178,130,198
193,133,166
18,26,108
193,140,25
187,134,14
1,19,140
123,76,171
25,141,151
146,14,15
169,98,134
142,107,14
107,2,195
160,188,168
195,76,190
184,154,22
169,26,190
140,170,132
140,12,135
48,186,166
128,170,173
128,98,131
193,141,166
168,107,14
169,98,151
177,155,174
136,107,166
154,195,151
140,173,22
156,157,22
177,178,132
194,173,22
154,124,141
146,171,132
194,140,22
1,138,142
160,188,196
177,188,14
108,164,100
178,139,76
108,164,190
193,154,76
186,187,14
170,50,173
161,129,132
136,188,124
161,141,25
129,131,188
1,139,14
139,93,167
130,190,15
146,132,22
128,51,164
171,141,142
169,26,173
25,138,141
128,25,12
161,131,76
138,140,133
48,136,15
18,139,12
193,190,151
164,93,190
98,107,134
18,19,142
108,154,12
76,133,151
154,171,139
128,169,187
139,142,22
138,108,142
136,18,195
138,76,154
129,164,76
25,178,15
146,180,166
26,140,93
107,195,188
12,14,151
129,170,26
1,170,164
170,130,48
2,164,132
146,132,20
1,2,195
178,194,139
19,139,131
168,25,108
136,129,164
48,1,154
93,133,135
141,166,22
170,164,166
186,140,130
195,21,142
128,25,166
177,171,142
184,168,151
139,157,151
2,107,50
138,124,134
1,107,22
129,146,25
129,2,169
108,26,50
128,195,141
123,134,135
177,108,142
139,188,166
128,156,22
193,18,14
187,132,14
108,93,135
100,124,20
130,19,171
1,154,164
130,140,134
160,154,173
168,164,12
170,178,146
193,124,140
160,193,2
130,156,146
177,166,15
130,2,12
193,133,151
178,76,142
1,108,15
177,133,142
130,156,154
98,12,138
178,134,154
140,133,22
50,188,15
168,76,22
169,123,173
140,188,12
129,154,14
161,178,148
2,123,50
170,93,154
178,186,130
176,25,151
1,131,164
193,132,190
160,129,164
130,26,175
186,15,130
186,123,142
128,18,164
48,193,139
18,139,108
128,186,160
76,93,133
12,21,134
138,12,142
48,164,124
146,100,138
194,130,171
128,134,175
131,140,134
154,190,166
188,164,15
138,133,22
128,98,20
168,25,12
124,173,15
138,180,151
160,154,15
128,151,175
128,134,151
169,138,20
25,138,164
19,129,169
136,169,140
169,196,134
48,25,107
177,194,124
128,50,141
107,195,93
146,26,138
193,107,164
148,2,180
132,131,188
188,180,135
129,140,25
48,178,141
130,108,166
194,50,22
1,132,133
154,188,15
1,178,14
108,180,135
51,21,190
48,128,134
100,190,76
98,107,146
164,173,142
132,50,76
1,76,140
186,134,146
48,148,12
128,169,51
168,170,2
130,154,146
168,76,21
178,188,22
18,93,141
184,169,130
169,123,93
124,76,151
136,26,164
139,164,21
128,193,2
129,155,108
170,188,108
129,139,124
48,146,135
177,164,15
25,12,14
193,100,142
50,124,134
12,76,151
195,131,151
12,166,135
154,108,133
18,2,123
48,178,136
160,2,93
168,132,142
160,107,132
105,134,151
1,190,151
48,132,124
136,18,131
138,51,134
160,169,190
50,139,21
169,170,180
160,107,136
154,19,141
1,194,175
160,195,93
136,76,166
193,154,2
1,188,100
129,194,154
128,154,15
193,130,124
139,140,135
169,139,12
26,131,139
193,134,175
178,107,139
136,131,21
138,131,76
161,12,93
130,26,133
18,180,154
105,76,14
18,124,154
160,108,20
107,123,21
130,21,146
161,142,167
2,93,22
184,76,167
178,100,134
194,107,50
129,108,134
1,146,140
21,166,15
176,177,151
25,132,190
178,186,20
177,178,19
177,194,131
195,132,76
178,188,142
169,26,132
131,132,12
25,186,151
105,18,76
154,50,142
178,195,135
129,18,14
169,130,135
193,177,93
188,164,21
136,130,142
188,108,20
131,124,141
136,161,139
160,20,198
140,170,180
108,20,190
193,107,141
26,141,151
100,12,151
48,177,19
131,139,22
187,100,93
167,142,151
2,21,15
168,26,164
132,141,142
154,164,142
26,123,141
178,188,20
128,139,135
98,76,138
98,26,139
160,124,20
128,169,12
128,178,107
128,26,131
1,180,25
169,26,19
19,131,12
128,186,141
168,124,151
128,186,18
169,194,107
148,100,93
161,169,12
178,130,164
169,188,15
176,169,123
161,178,107
48,170,21
138,107,142
146,138,15
26,133,151
160,26,93
12,93,133
168,169,14
48,26,130
108,100,141
132,142,76
146,166,151
169,130,15
25,50,134
130,187,146
160,51,21
169,123,142
19,12,139
136,154,140
136,1,134
129,100,141
146,196,151
193,123,151
19,188,175
130,93,135
51,93,141
136,129,132
129,140,166
128,100,160
1,93,151
26,180,166
176,76,142
130,188,76
151,98,130
177,100,166
129,154,141
176,18,132
170,180,76
155,141,133
128,108,20
129,107,164
161,130,129
154,21,167
180,190,151
160,170,151
138,148,151
128,138,171
1,19,151
171,19,21
48,146,166
160,138,132
188,124,151
146,187,133
188,124,141
136,164,134
185,170,25
169,123,22
178,76,198
105,154,107
136,123,124
178,195,164
1,178,132
129,50,132
123,140,22
164,93,151
138,93,167
154,123,12
107,141,166
132,142,167
154,12,130
177,141,135
140,141,190
186,170,21
136,130,124
1,132,151
178,26,133
168,129,151
129,131,148
176,169,151
108,12,21
1,139,151
178,108,76
48,177,141
171,139,21
128,25,14
2,132,141
169,2,138
176,130,76
188,142,76
50,100,142
128,25,140
136,93,134
107,19,15
194,26,15
146,51,15
194,186,175
26,12,198
48,178,195
105,129,142
100,20,15
76,14,135
76,22,175
130,180,190
154,148,134
107,140,135
108,18,12
129,169,132
160,170,130
140,12,134
107,14,135
107,22,175
100,148,132
146,156,22
155,12,135
146,124,76
170,140,133
184,130,135
129,133,135
169,19,171
132,20,190
154,142,166
164,142,22
128,177,22
170,131,165
170,100,14
48,177,154
186,12,130
25,178,20
160,12,135
107,12,142
169,178,142
154,26,135
177,14,151
146,12,15
2,156,15
1,194,166
168,164,15
1,26,22
128,108,22
22,142,14
186,140,12
129,146,133
129,26,21
177,130,140
140,107,180
136,129,139
128,26,20
93,141,135
130,190,135
160,186,151
169,146,76
128,178,146
129,130,100
25,154,105
25,2,76
169,177,124
128,12,141
186,2,134
146,100,14
194,164,132
124,134,135
139,164,14
130,2,154
98,138,146
177,195,21
168,26,22
136,146,180
1,139,148
177,76,134
170,108,146
154,93,134
136,19,140
169,177,139
128,186,130
164,195,132
168,130,124
195,12,151
131,76,151
131,76,142
18,142,198
76,93,175
184,108,132
169,148,135
73,12,173
178,188,15
100,154,12
1,154,14
178,93,135
170,76,20
184,151,135
142,21,166
129,131,164
130,131,22
154,187,151
130,166,154
176,138,12
25,146,108
130,107,21
169,2,108
129,169,151
176,168,151
168,154,124
48,180,15
177,130,175
160,193,20
25,76,22
130,195,164
169,141,135
136,140,132
1,195,132
194,134,142
1,154,131
129,154,138
154,187,188
177,186,154
18,166,138
1,169,141
25,139,12
105,186,76
76,142,14
194,130,12
161,50,138
146,188,135
128,25,194
139,133,166
193,142,1
129,180,15
160,164,108
129,186,100
19,124,165
129,138,140
168,98,93
177,186,140
129,124,15
128,177,133
185,130,154
169,21,135
151,138,15
160,19,188
20,15,135
177,198,15
186,131,135
130,148,146
2,133,135
1,123,132
168,1,154
139,141,166
98,76,141
128,177,140
129,178,14
186,164,133
128,190,135
48,2,76
128,18,141
193,2,15
128,161,132
164,124,154
136,193,138
178,100,14
129,194,15
105,154,175
142,19,134
136,146,93
177,131,151
177,132,133
48,138,140
154,76,175
140,164,134
128,138,132
128,185,22
170,140,151
100,178,164
146,148,154
168,108,93
51,107,196
105,164,76
168,130,15
25,194,107
129,170,146
25,100,15
1,169,180
177,26,15
48,1,124
128,195,21
194,178,156
187,188,175
185,130,138
185,154,134
130,93,173
193,154,171
185,108,167
25,195,141
160,169,93
128,146,135
130,139,15
18,107,100
129,154,135
25,138,76
171,76,142
139,21,166
136,26,166
18,187,188
129,18,138
176,132,135
186,177,18
169,50,134
155,139,134
48,169,2
170,12,93
48,188,93
1,169,14
48,25,146
187,164,134
195,188,151
170,154,132
129,171,164
129,154,12
93,134,175
168,15,135
2,76,133
160,164,12
146,20,151
2,164,151
48,193,190
129,154,146
136,146,141
160,107,22
164,139,76
177,26,132
26,93,21
170,195,134
138,100,76
18,93,134
48,107,142
136,139,93
194,130,22
48,146,15
26,108,141
124,190,134
154,155,108
128,98,140
154,139,124
129,146,140
170,93,146
48,177,151
136,1,154
26,76,133
136,178,15
130,20,22
133,142,22
129,146,14
160,178,170
177,142,166
178,25,130
1,154,76
136,26,133
48,100,14
50,76,21
161,25,167
128,132,15
193,139,14
2,198,22
1,154,107
124,134,151
18,107,151
26,141,175
177,107,22
130,124,135
193,139,140
186,141,15
50,22,135
76,134,15
160,141,135
12,133,134
128,177,148
177,171,151
1,177,21
184,169,164
154,21,22
25,12,151
169,93,135
48,195,136
168,161,132
130,142,22
130,148,141
128,134,168
139,188,21
136,26,188
195,164,135
160,185,1
193,154,139
169,190,15
194,164,134
177,2,142
98,26,108
25,18,138
128,169,171
169,148,151
168,26,12
168,169,131
193,131,140
129,132,25
108,169,140
168,93,151
140,141,134
194,141,134
169,18,134
170,156,15
48,129,136
131,148,93
169,18,175
48,130,107
48,177,180
169,133,142
160,177,93
132,142,135
128,26,188
168,136,134
93,14,167
