93,22
170,134
155,148
185,108
100,14
130,141
177,175
132,181
138,124
172,173
170,179
168,179
176,171
74,107
177,124
154,142
138,51
105,108
129,46
160,128
180,14
45,175
136,14
185,133
128,167
171,132
100,173
128,154
171,166
134,15
176,93
148,135
20,76
179,156
171,164
161,133
152,50
176,100
74,179
105,172
186,21
131,14
139,159
2,19
146,163
129,130
105,45
18,155
93,143
164,173
21,151
21,142
161,151
168,186
123,158
182,151
129,159
131,133
74,181
18,46
154,155
164,166
158,151
25,142
129,172
2,133
99,156
177,183
161,148
19,166
148,21
163,148
160,108
131,180
128,50
176,139
123,134
139,133
50,181
141,151
105,159
138,173
185,135
176,131
128,179
12,46
161,166
169,143
26,163
2,167
128,166
99,148
18,183
46,22
99,123
50,164
146,14
51,12
169,105
100,133
146,74
123,20
161,2
170,154
146,130
107,123
176,161
21,183
128,15
21,174
158,167
173,159
131,100
25,154
160,12
174,151
148,166
186,93
155,180
45,93
176,45
124,15
170,173
26,130
48,169
129,182
132,175
133,182
169,135
156,151
129,175
177,134
26,172
184,129
186,20
177,19
184,140
180,20
177,141
177,18
19,181
178,157
172,156
100,45
136,177
26,15
130,132
99,14
131,174
176,107
136,19
184,157
172,15
176,20
136,108
168,12
74,157
138,164
129,163
25,166
123,155
160,138
154,133
168,155
14,135
22,175
170,93
157,181
183,159
123,131
155,141
130,133
74,183
19,76
22,167
177,159
161,142
156,183
140,167
177,174
123,139
176,50
20,93
18,131
169,134
177,129
139,76
152,161
163,166
154,4
99,12
164,15
142,135
185,139
48,171
170,167
179,182
139,142
152,141
161,170
139,140
155,174
25,141
156,124
25,185
155,76
136,151
157,151
152,134
184,166
48,154
48,163
45,159
132,12
21,173
146,45
178,148
50,20
2,14
26,139
155,175
170,141
136,21
152,160
134,143
51,156
12,166
18,93
51,131
105,146
50,151
4,93
74,20
170,46
140,159
166,14
18,124
48,170
21,14
99,141
105,14
169,183
2,173
18,157
171,157
130,45
146,46
22,15
168,128
146,159
131,171
128,129
20,21
128,178
74,141
107,21
19,175
169,151
140,141
185,14
141,14
154,46
138,133
141,175
12,151
138,175
163,164
129,138
157,134
140,46
107,108
152,151
168,166
185,154
105,74
179,172
152,123
74,159
130,46
26,171
168,21
174,22
130,159
186,164
177,163
155,173
136,130
19,180
105,175
186,141
128,14
45,46
2,93
185,18
50,163
160,25
123,148
129,74
21,46
128,143
186,182
160,100
26,51
169,166
25,51
134,46
136,128
131,139
128,180
46,15
152,130
128,173
169,132
179,46
176,76
2,76
185,26
45,151
146,171
156,141
155,15
93,14
154,12
173,182
129,170
18,142
25,46
132,76
132,159
172,167
155,108
139,124
185,148
142,22
76,166
169,99
2,158
128,25
156,21
154,51
12,134
177,20
26,18
176,148
168,93
170,14
177,15
186,166
177,22
154,50
100,135
108,135
138,76
170,18
129,164
169,156
2,141
138,163
25,12
176,141
51,159
186,2
99,155
154,164
156,166
180,142
74,166
108,158
160,185
50,182
176,129
168,169
136,138
176,178
148,93
169,123
179,93
25,172
108,134
107,157
18,100
26,50
100,141
176,74
132,164
177,138
184,20
129,186
2,159
25,151
12,135
20,175
76,93
136,164
25,108
132,14
18,164
176,140
130,131
108,142
48,12
20,182
123,14
18,141
51,22
151,15
134,151
168,142
26,100
14,159
140,166
141,182
50,19
176,146
48,18
161,155
48,134
48,175
163,93
105,12
176,170
148,14
169,51
2,51
124,159
139,132
25,167
180,159
130,151
76,173
22,143
21,166
138,12
25,163
51,151
169,19
176,26
124,135
179,21
19,173
18,139
180,141
148,173
132,15
179,45
140,174
18,166
15,175
186,26
25,99
138,166
146,158
180,166
156,142
172,20
105,173
129,140
176,155
128,142
171,148
128,151
161,180
177,164
160,181
166,183
128,185
131,140
185,93
140,156
2,18
130,20
157,173
136,105
171,133
138,2
108,181
26,14
99,15
128,186
108,12
168,136
171,139
157,22
164,183
177,166
160,74
18,167
2,183
50,135
25,179
129,76
134,174
123,174
12,93
177,173
173,133
157,46
48,76
185,164
186,146
154,163
163,21
18,171
186,154
19,51
178,74
185,177
130,134
163,158
180,133
133,46
156,15
25,174
176,157
156,174
25,15
2,166
171,182
133,14
154,134
141,46
128,163
155,182
152,135
164,124
166,167
163,132
105,133
184,19
169,93
18,151
123,15
74,123
130,142
156,135
164,175
142,134
176,184
50,124
169,108
128,99
186,15
26,175
138,155
154,130
170,146
25,140
124,93
26,140
184,132
185,21
161,141
156,45
140,20
152,154
76,174
25,186
136,124
14,15
26,99
140,15
105,161
136,12
161,159
74,15
26,76
19,135
170,171
154,146
170,130
184,22
161,156
107,179
19,139
124,22
156,76
136,135
45,22
146,51
169,138
163,156
19,12
139,141
107,134
172,93
108,157
169,161
25,74
156,167
140,183
155,181
152,51
100,172
185,159
148,175
161,174
170,15
152,26
139,166
138,50
108,148
159,175
177,26
129,166
132,141
184,161
123,167
180,15
164,133
152,15
177,132
132,133
123,175
130,19
139,174
50,172
2,134
108,156
168,135
2,179
177,142
155,159
132,108
138,100
176,167
123,4
129,99
50,131
136,51
51,21
176,163
51,163
177,154
105,178
2,163
182,15
146,19
51,20
130,157
18,45
48,22
123,12
154,139
138,45
20,173
18,108
74,131
160,124
134,14
146,166
152,172
185,134
178,18
141,15
156,14
154,157
164,22
18,15
171,22
146,132
179,14
45,182
171,20
74,133
105,142
18,172
48,151
25,169
156,12
2,146
172,141
164,20
19,163
155,21
26,141
170,133
173,134
154,93
171,4
100,15
76,183
170,175
26,166
74,151
168,134
169,142
146,133
157,174
171,93
140,151
25,105
128,156
25,21
186,173
154,151
146,140
18,12
169,186
124,148
105,170
168,107
128,161
185,146
163,135
156,46
25,143
140,133
170,20
169,154
139,22
93,175
107,172
93,134
176,15
100,181
166,46
2,15
179,108
139,20
12,182
26,124
185,131
105,139
4,174
132,46
25,181
146,21
154,167
161,146
123,164
130,22
132,4
180,21
174,46
179,100
128,45
163,141
131,173
164,181
160,177
157,175
136,134
128,46
184,182
168,146
123,172
154,22
26,151
169,139
133,134
50,123
76,134
160,156
139,175
173,183
173,174
157,167
155,93
128,134
128,175
136,46
140,148
138,180
184,18
155,156
129,141
2,131
128,130
129,18
105,167
154,124
136,181
140,143
178,108
138,20
138,14
129,19
50,179
124,175
19,133
170,159
154,143
14,183
74,180
130,124
74,46
48,148
128,107
178,21
128,20
129,21
135,15
107,132
12,183
152,159
51,164
74,135
154,159
130,12
45,134
170,180
157,14
108,166
107,22
105,148
20,22
12,14
50,51
107,148
176,132
129,50
184,131
136,159
185,156
25,124
176,156
182,159
129,151
168,164
152,138
26,132
18,22
105,166
141,22
131,182
25,134
168,157
164,174
146,164
25,130
2,20
50,14
161,123
26,142
164,159
105,2
138,99
129,100
160,157
166,159
136,166
105,76
123,140
129,93
156,100
105,99
132,45
74,100
74,51
25,183
100,159
135,167
50,18
146,155
76,141
26,123
105,140
152,93
76,175
160,19
105,163
123,51
164,141
74,164
2,123
161,20
19,164
163,20
134,175
164,134
163,157
4,12
131,15
146,139
26,174
142,14
76,157
157,182
134,167
74,182
51,45
129,180
138,141
132,93
50,93
157,141
168,105
148,183
99,171
12,181
172,21
169,22
129,14
154,182
184,74
18,74
170,148
160,167
176,14
168,22
155,134
48,161
178,142
138,182
146,174
