161,107
169,2
161,154
160,45
130,19
130,164
25,146
170,135
170,134
155,148
2,134
16,148
136,157
139,174
108,156
50,172
138,124
168,135
26,158
46,167
131,165
132,158
128,164
135,151
169,146
155,159
128,157
26,155
74,107
132,108
25,2
138,51
129,46
160,128
138,140
161,171
136,51
128,158
128,167
171,132
51,21
51,163
74,124
2,163
146,19
140,132
128,154
130,157
108,167
170,12
129,154
129,107
154,139
134,15
148,135
123,12
169,162
18,108
171,164
161,133
138,45
160,124
169,15
107,133
134,14
12,174
146,166
138,158
136,107
50,146
131,14
139,159
146,163
156,14
154,157
131,135
18,15
2,19
129,130
155,151
18,155
139,157
128,19
154,158
74,148
146,132
123,156
161,4
74,14
12,159
148,157
164,173
74,133
45,15
21,151
129,157
138,134
161,151
19,132
123,158
169,26
131,12
129,159
148,158
156,12
19,163
16,160
146,2
169,25
154,155
164,166
158,151
155,21
18,46
170,132
160,151
154,14
161,148
2,133
123,132
18,159
148,21
74,158
163,148
160,108
129,174
170,133
173,134
128,50
108,151
123,134
146,167
26,166
139,133
129,135
170,2
74,151
168,134
155,14
26,45
136,146
146,133
138,173
165,134
157,174
18,123
136,162
140,151
12,45
19,148
128,156
12,46
161,166
74,2
168,74
26,163
2,167
128,166
130,174
50,74
154,151
146,140
18,12
156,132
155,158
158,15
50,164
146,14
108,174
107,165
148,124
51,12
136,156
155,4
168,107
128,161
163,135
156,46
74,146
140,133
169,107
169,154
133,15
161,2
50,15
170,21
107,123
170,154
129,155
130,146
107,172
154,172
139,163
2,15
18,156
16,135
2,140
161,50
107,173
166,46
26,124
128,15
158,167
25,158
164,14
132,46
173,159
154,166
146,21
154,167
161,146
123,164
25,154
154,26
133,167
16,156
160,12
148,166
25,133
128,45
174,151
161,19
123,166
154,108
129,167
124,15
164,12
129,25
128,46
136,134
168,146
168,174
155,12
171,124
162,14
170,172
146,165
130,26
107,14
26,151
133,134
169,139
2,139
170,173
154,140
107,140
169,133
16,12
107,15
160,156
162,148
169,50
157,167
161,163
130,108
74,19
