93,22
170,134
100,189
155,148
100,14
130,141
142,94
172,173
138,124
177,175
132,181
170,179
168,179
176,171
74,107
177,124
180,188
154,142
105,108
180,14
129,46
128,160
136,14
171,132
100,173
128,154
171,166
134,15
176,93
148,135
76,20
171,164
161,133
169,188
168,194
179,156
186,45
176,100
74,179
186,21
131,14
139,159
2,19
164,188
129,130
18,155
164,173
107,94
21,151
21,142
1,171
161,151
76,94
182,151
129,159
131,133
128,5
154,155
164,166
25,142
2,133
129,172
19,166
193,21
186,131
161,148
174,175
128,1
148,21
131,180
160,108
12,189
128,50
176,139
136,179
132,174
123,134
188,93
1,173
139,133
141,151
105,159
138,173
176,131
12,46
161,166
179,134
1,180
128,166
46,22
50,164
146,14
1,14
105,169
146,74
161,2
123,20
172,188
130,146
170,154
107,123
176,161
128,15
178,190
173,159
131,100
130,190
25,154
160,12
174,151
148,166
186,93
155,180
93,45
192,157
124,15
129,182
130,26
48,169
170,173
132,175
1,170
133,182
194,155
169,135
156,151
129,175
177,134
186,157
190,15
26,172
177,19
186,20
177,141
177,18
19,181
178,157
172,156
154,191
136,177
100,45
26,15
130,132
131,174
186,175
176,107
136,19
172,15
176,20
168,12
136,108
74,157
138,164
172,22
25,166
123,155
160,138
154,133
168,155
22,175
14,135
170,93
93,94
123,131
155,141
130,133
19,76
177,159
132,191
161,142
177,174
123,139
176,1
193,12
176,50
20,93
157,94
164,5
18,131
169,134
177,129
186,138
193,155
139,76
169,191
154,4
164,15
139,187
142,135
131,189
139,142
161,170
139,140
181,190
155,174
192,174
25,141
124,156
193,139
155,76
136,151
157,151
194,134
192,170
48,154
187,159
132,12
21,173
146,45
1,107
178,148
155,175
2,14
50,20
170,141
26,139
194,179
136,21
12,166
18,93
105,146
50,151
74,20
170,46
140,159
166,14
18,124
187,164
192,21
192,154
94,159
21,14
105,14
171,157
2,173
18,157
130,45
146,46
22,15
128,168
146,159
171,131
128,129
20,21
128,178
74,141
107,21
19,175
193,164
169,151
140,141
190,151
141,14
154,46
138,133
141,175
124,14
12,151
194,146
138,175
129,138
187,188
157,134
177,186
140,46
168,166
179,172
192,186
192,1
74,159
189,182
130,46
26,171
168,21
124,191
174,22
130,159
186,164
173,190
192,132
155,173
188,182
136,130
1,140
105,175
186,141
128,14
2,93
192,128
160,25
123,148
193,177
129,74
171,190
171,188
21,46
186,182
193,151
160,100
169,166
131,139
134,46
136,128
128,180
46,15
188,166
169,132
128,173
179,46
176,76
2,76
45,151
131,124
146,171
156,141
192,15
155,15
93,14
154,12
129,170
18,142
192,188
155,188
173,182
132,76
25,46
48,172
132,159
139,124
155,108
1,124
142,22
76,166
187,173
12,191
187,22
128,25
156,21
177,20
12,134
18,26
182,190
139,188
193,169
170,14
168,93
177,15
176,148
186,166
192,2
177,22
154,50
100,135
179,191
108,135
138,76
170,18
169,156
25,12
129,164
2,141
193,94
74,188
134,191
176,141
187,189
186,2
154,164
180,142
156,166
172,135
179,4
74,166
50,182
168,169
176,129
193,140
176,178
136,138
148,93
169,123
194,93
179,93
45,133
25,172
108,134
138,181
107,157
18,100
50,26
100,141
176,74
164,132
5,135
129,186
177,138
2,159
168,159
25,151
12,135
20,175
76,93
136,164
94,166
25,108
132,14
18,164
176,140
130,131
108,142
20,182
48,12
123,14
18,141
169,194
129,189
179,151
168,193
1,166
15,151
134,151
193,142
168,142
26,100
14,159
140,166
141,182
1,108
176,146
50,19
172,142
2,187
170,174
161,155
48,175
48,134
194,22
105,12
176,170
148,14
189,22
124,159
139,132
180,159
130,151
76,173
187,166
21,166
138,12
169,19
154,94
176,26
124,135
179,21
19,173
18,139
180,141
148,173
132,189
132,15
140,174
18,166
175,15
186,26
161,1
128,193
138,166
124,45
156,142
180,166
172,20
105,173
192,177
129,140
176,155
128,142
128,151
171,148
177,164
161,180
178,94
124,21
186,132
131,140
18,2
140,156
157,173
130,20
138,2
26,14
128,186
139,171
108,12
157,22
177,166
160,74
188,12
50,135
25,179
129,76
1,135
174,134
123,174
12,93
177,173
173,133
190,14
188,189
48,76
186,146
18,171
186,154
178,74
130,134
14,191
1,5
180,133
133,46
156,15
124,188
176,157
25,15
156,174
192,187
192,45
2,166
1,155
133,14
154,134
141,46
188,173
155,182
192,76
124,164
1,194
190,175
169,93
18,151
130,142
74,123
176,188
123,15
192,164
156,135
108,188
164,175
107,187
134,142
50,124
169,108
26,175
186,15
107,191
138,155
170,187
130,154
192,25
170,146
25,140
124,93
26,140
161,141
128,124
193,45
156,45
140,20
192,93
76,174
25,186
136,124
14,15
140,15
100,188
105,161
168,108
136,12
161,159
74,15
26,76
19,135
170,171
146,154
170,130
161,156
107,179
19,139
124,22
156,76
136,135
45,22
169,138
19,12
139,141
107,134
108,157
172,93
76,190
169,161
25,74
192,139
100,172
189,135
148,175
161,174
194,135
170,15
139,166
50,138
108,148
193,5
146,189
177,26
129,166
132,141
180,189
180,15
164,133
45,191
192,105
194,12
177,132
132,133
1,139
123,175
130,19
139,174
50,172
2,134
26,5
108,156
176,175
168,135
2,179
177,142
155,159
108,132
138,100
5,22
181,142
187,175
50,131
1,100
177,154
182,15
146,19
193,181
130,157
18,45
123,12
1,93
154,139
138,45
20,173
18,108
74,131
160,124
134,14
146,166
178,18
141,15
164,22
154,157
156,14
18,15
171,22
146,132
179,14
45,182
171,20
192,26
74,133
50,94
105,142
18,172
48,151
156,12
169,25
146,2
164,20
155,21
26,141
170,133
173,175
173,134
154,93
100,15
140,188
170,175
26,166
1,76
74,151
171,94
168,134
45,166
169,142
146,133
141,190
171,93
140,151
25,105
148,191
128,156
25,21
186,173
154,151
18,12
146,140
169,186
129,5
148,124
193,50
105,170
168,107
193,1
124,141
128,161
156,46
140,133
170,20
169,154
139,22
93,175
123,188
93,134
176,15
100,181
186,191
46,166
2,15
5,157
179,108
139,20
12,182
26,124
105,139
124,182
132,46
25,181
187,21
146,21
186,50
161,146
130,22
123,164
132,4
180,21
179,100
193,124
131,173
128,45
161,19
164,181
157,175
128,46
136,134
48,94
168,146
107,188
154,22
123,172
26,151
169,139
133,134
168,1
50,123
76,134
1,123
160,156
139,175
173,174
155,93
128,134
128,175
193,93
193,188
188,14
136,46
148,140
191,151
138,180
187,45
155,156
129,141
2,131
128,130
193,108
194,94
129,18
154,124
192,141
136,181
188,191
138,20
178,108
129,19
138,14
50,179
124,175
187,100
48,179
170,159
186,188
177,187
193,157
48,194
172,190
130,124
74,180
74,46
128,107
178,21
128,20
129,21
15,135
107,132
136,187
188,175
194,170
192,108
74,135
2,191
154,159
130,12
192,166
45,134
160,190
157,14
170,180
108,166
107,22
187,156
12,14
20,22
107,148
1,178
129,50
176,132
136,159
193,190
189,15
25,124
176,156
193,156
129,151
182,159
168,164
26,132
18,22
105,166
141,22
188,94
131,182
169,187
177,5
25,134
193,26
26,189
140,5
168,157
164,174
146,164
25,130
2,20
50,14
161,123
26,142
132,190
164,159
105,2
129,100
166,159
160,157
18,191
136,166
105,76
123,140
129,93
100,156
161,5
161,187
132,45
74,100
100,159
18,50
1,130
5,134
146,155
76,141
26,123
105,140
48,2
76,175
154,190
164,141
74,164
2,123
161,20
140,189
19,164
18,94
134,175
164,134
26,174
146,139
131,15
